"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num4rd","c_type","flgrm4","mrkgrm4","ngrm4","flmth4","mrkmth4","nmth4","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"80",80,11134,65,37,28,11,1,1,1,1,2,2,20,71,61,61.2900009155273,56,62,30007,11,2,4,2,31,0,2,65,35,53.7099990844727,65.6999969482422,35,70.2600021362305,17.1000003814697,1,0,0,0,0,2,55.7393531799316,61.3016128540039,62,70.5583572387695,19.657377243042,61,0,NA,NA,2,30007,2
"81",81,11135,66,36,30,13,1,1,1,1,2,2,7,81,70,10,78,70,30007,11,4,4,1,31,0,2,66,32,74.9100036621094,6.30000019073486,32,78.9700012207031,3.09999990463257,1,0,0,0,0,2,78.1182861328125,10.0457143783569,70,81.0274276733398,7.11714267730713,70,0,NA,NA,4,30007,4
"82",82,11135,66,36,30,13,1,1,1,1,2,2,7,81,70,10,78,70,30007,11,4,4,2,35,0,2,66,38,80.8199996948242,13.1999998092651,38,82.7600021362305,10.5,1,0,0,0,0,2,78.1182861328125,10.0457143783569,70,81.0274276733398,7.11714267730713,70,0,NA,NA,4,30007,4
"83",83,11144,98,59,39,19,1,1,1,2,3,3,17,68,83,28.5699996948242,63,84,30007,11,10,4,1,32,0,3,97,28,60.4300003051758,35.7000007629395,27,70.5599975585938,22.2000007629395,1,0,0,1,0,3,63.7150001525879,30.3500003814697,56,69.5112762451172,12.7309093475342,55,0,NA,NA,10,30007,10
"84",84,11144,98,59,39,19,1,1,1,2,3,3,17,68,83,28.5699996948242,63,84,30007,11,10,4,3,32,0,3,97,28,67,25,28,68.5,3.59999990463257,1,0,0,1,0,3,63.7150001525879,30.3500003814697,56,69.5112762451172,12.7309093475342,55,0,NA,NA,10,30007,10
"85",85,11144,98,59,39,19,1,1,1,2,3,3,17,68,83,28.5699996948242,63,84,30007,11,10,4,2,33,0,3,97,28,61.5699996948242,25.0100002288818,28,65.0314254760742,25.3857135772705,NA,1,0,1,0,3,63.7150001525879,30.3500003814697,56,69.5112762451172,12.7309093475342,55,1,28,28,10,30007,10
"86",86,11145,21,11,10,4,1,2,1,1,1,1,14,72,7,28.5699996948242,60,7,36111,11,10,4,1,21,0,1,21,7,60.2900009155273,28.6000003814697,7,72.1399993896484,14.3000001907349,1,0,0,0,0,1,60.2900009155273,28.6000003814697,7,72.1399993896484,14.3000001907349,7,0,NA,NA,10,36111,10
"87",87,11150,88,44,44,17,1,1,1,2,3,3,14,76,86,23.2600002288818,70,86,30007,11,2,4,2,31,0,3,88,28,66.8600006103516,17.8999996185303,28,76.7900009155273,14.3000001907349,1,0,0,1,0,3,67.2036361694336,27.2763633728027,55,76.2009124755859,14.5454549789429,55,0,NA,NA,2,30007,2
"88",88,11150,88,44,44,17,1,1,1,2,3,3,14,76,86,23.2600002288818,70,86,30007,11,2,4,3,27,0,3,88,27,67.5599975585938,37,27,75.5899963378906,14.8000001907349,1,0,0,1,0,3,67.2036361694336,27.2763633728027,55,76.2009124755859,14.5454549789429,55,0,NA,NA,2,30007,2
"89",89,11150,88,44,44,17,1,1,1,2,3,3,14,76,86,23.2600002288818,70,86,30007,11,2,4,1,30,0,3,88,31,74.9612884521484,16.1341934204102,31,75.6435470581055,13.0322580337524,NA,1,0,1,0,3,67.2036361694336,27.2763633728027,55,76.2009124755859,14.5454549789429,55,1,31,31,2,30007,2
"90",90,11151,28,16,12,13,2,1,1,5,1,1,33,58,30,70,53,30,30007,12,42,4,1,28,0,1,28,30,53.2299995422363,70,30,58.5,33.2999992370605,1,0,0,0,0,1,53.2299995422363,70,30,58.5,33.2999992370605,30,0,NA,NA,42,30007,42
"91",91,11152,92,49,43,16,1,1,1,1,3,3,9,75,77,31.1700000762939,70,77,30007,11,5,4,1,29,0,3,92,26,66.9199981689453,34.5999984741211,26,75.6500015258789,11.5,1,0,0,0,0,3,69.5058441162109,31.1441555023193,77,75.3632431030273,9.06363677978516,77,0,NA,NA,5,30007,5
"92",92,11152,92,49,43,16,1,1,1,1,3,3,9,75,77,31.1700000762939,70,77,30007,11,5,4,2,32,0,3,92,28,73.0699996948242,21.3999996185303,28,76.1100006103516,7.09999990463257,1,0,0,0,0,3,69.5058441162109,31.1441555023193,77,75.3632431030273,9.06363677978516,77,0,NA,NA,5,30007,5
"93",93,11152,92,49,43,16,1,1,1,1,3,3,9,75,77,31.1700000762939,70,77,30007,11,5,4,3,31,0,3,92,23,68.0899963378906,39.0999984741211,23,74.129997253418,8.69999980926514,1,0,0,0,0,3,69.5058441162109,31.1441555023193,77,75.3632431030273,9.06363677978516,77,0,NA,NA,5,30007,5
"94",94,11159,43,22,21,17,2,1,1,3,2,2,11,70,38,44.7400016784668,67,38,30007,12,17,4,2,22,0,2,43,23,68.129997253418,34.7999992370605,23,69.129997253418,13,1,0,0,1,0,2,68.129997253418,34.7999992370605,23,69.129997253418,13,23,0,NA,NA,17,30007,17
"95",95,11159,43,22,21,17,2,1,1,3,2,2,11,70,38,44.7400016784668,67,38,30007,12,17,4,1,21,0,2,43,15,65.267333984375,59.9813346862793,15,71.3339996337891,7.93333339691162,NA,1,0,1,0,2,68.129997253418,34.7999992370605,23,69.129997253418,13,23,1,15,15,17,30007,17
"96",96,11161,47,28,19,15,2,1,1,2,2,2,7,73,46,40,64,45,30007,12,19,4,1,23,0,2,47,22,59.7299995422363,50,23,70.9599990844727,8.69999980926514,1,0,0,0,0,2,64.1766662597656,39.9822235107422,45,73.1750030517578,6.5,46,0,NA,NA,19,30007,19
"97",97,11161,47,28,19,15,2,1,1,2,2,2,7,73,46,40,64,45,30007,12,19,4,2,24,0,2,47,23,68.4300003051758,30.3999996185303,23,75.3899993896484,4.30000019073486,1,0,0,0,0,2,64.1766662597656,39.9822235107422,45,73.1750030517578,6.5,46,0,NA,NA,19,30007,19
"98",98,11165,29,14,15,7,1,1,1,1,2,1,12,78,17,23.5300006866455,67,17,30007,11,1,4,1,19,0,1,19,17,66.7099990844727,23.5,17,78.2900009155273,11.8000001907349,1,0,0,0,0,1,66.7099990844727,23.5,17,78.2900009155273,11.8000001907349,17,0,NA,NA,1,30007,1
"99",99,11168,26,19,7,5,1,1,1,2,1,1,25,71,24,33.3300018310547,68,24,30007,11,5,4,1,26,0,1,26,24,68.379997253418,33.2999992370605,24,70.5,25,1,0,0,0,0,1,68.379997253418,33.2999992370605,24,70.5,25,24,0,NA,NA,5,30007,5
"100",100,11169,23,15,8,6,2,1,1,0,1,1,0,84,10,20,77,10,30007,12,0,4,1,23,0,1,23,10,77.4000015258789,20,10,84.1999969482422,0,1,0,0,0,0,1,77.4000015258789,20,10,84.1999969482422,0,10,0,NA,NA,0,30007,0
"101",101,11170,75,40,35,12,2,2,1,1,2,2,9,81,75,27.6299991607666,72,76,36178,12,2,4,2,35,0,2,75,36,72.1699981689453,19.3999996185303,36,83.4700012207031,8.30000019073486,1,0,0,1,0,2,72.1699981689453,19.3999996185303,36,83.4700012207031,8.30000019073486,36,0,NA,NA,2,36178,2
"102",102,11170,75,40,35,12,2,2,1,1,2,2,9,81,75,27.6299991607666,72,76,36178,12,2,4,1,40,0,2,75,40,71.8470001220703,35.0369987487793,39,78.7200012207031,9.64615345001221,NA,1,0,1,0,2,72.1699981689453,19.3999996185303,36,83.4700012207031,8.30000019073486,36,1,39,40,2,36178,2
"104",104,11171,93,47,46,23,2,2,1,2,3,3,7,76,84,31.7600002288818,74,85,36160,12,8,4,3,24,0,3,93,18,73.6699981689453,16.7000007629395,18,73.3300018310547,5.59999990463257,1,0,0,1,0,3,76.6293029785156,25.5953483581543,43,76.3814315795898,7.14285707473755,42,0,NA,NA,8,36160,8
"105",105,11171,93,47,46,23,2,2,1,2,3,3,7,76,84,31.7600002288818,74,85,36160,12,8,4,2,22,0,3,93,42,71.3080978393555,38.0714302062988,42,75.6185684204102,6.85714292526245,NA,1,0,1,0,3,76.6293029785156,25.5953483581543,43,76.3814315795898,7.14285707473755,42,1,42,42,8,36160,8
"106",106,11172,15,6,9,6,2,2,1,2,1,1,7,75,15,20,79,15,35758,12,7,4,1,15,0,1,15,15,79,20,15,75.3300018310547,6.69999980926514,1,0,0,0,0,1,79,20,15,75.3300018310547,6.69999980926514,15,0,NA,NA,7,35758,7
"107",107,11181,84,42,42,16,1,1,1,3,3,2,10,74,69,20.2900009155273,73,69,30007,11,8,4,1,35,0,1,35,69,73,20.2900009155273,69,74,10,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,8,30007,8
"108",108,11182,54,24,30,16,2,1,1,3,2,2,19,71,48,52.0800018310547,63,48,30007,12,9,4,1,30,0,2,54,24,63.75,66.6999969482422,24,71.8300018310547,8.30000019073486,1,0,0,0,0,2,63.4150009155273,52.0999984741211,48,71.2050018310547,18.75,48,0,NA,NA,9,30007,9
"109",109,11182,54,24,30,16,2,1,1,3,2,2,19,71,48,52.0800018310547,63,48,30007,12,9,4,2,24,0,2,54,24,63.0800018310547,37.5,24,70.5800018310547,29.2000007629395,1,0,0,0,0,2,63.4150009155273,52.0999984741211,48,71.2050018310547,18.75,48,0,NA,NA,9,30007,9
"110",110,11183,71,31,40,13,1,1,1,1,2,2,11,74,62,36.9199981689453,69,65,30007,11,1,4,1,36,0,2,71,35,73.370002746582,28.6000003814697,35,78.5999984741211,5.69999980926514,1,0,0,0,0,2,68.920768737793,36.9538459777832,65,74.1449966430664,11.2741937637329,62,0,NA,NA,1,30007,1
"111",111,11183,71,31,40,13,1,1,1,1,2,2,11,74,62,36.9199981689453,69,65,30007,11,1,4,2,35,0,2,71,30,63.7299995422363,46.7000007629395,27,68.370002746582,18.5,1,0,0,0,0,2,68.920768737793,36.9538459777832,65,74.1449966430664,11.2741937637329,62,0,NA,NA,1,30007,1
"112",112,11184,99,57,42,16,2,2,1,1,3,3,6,78,93,26.6000003814697,72,94,35741,12,5,4,1,33,0,3,99,29,77.0299987792969,24.1000003814697,28,79.0400009155273,0,1,0,0,1,0,3,71.5940399169922,24.9846153259277,52,78.9661560058594,3.83076930046082,52,0,NA,NA,5,35741,5
"113",113,11184,99,57,42,16,2,2,1,1,3,3,6,78,93,26.6000003814697,72,94,35741,12,5,4,2,33,0,3,99,23,64.7399978637695,26.1000003814697,24,78.879997253418,8.30000019073486,1,0,0,1,0,3,71.5940399169922,24.9846153259277,52,78.9661560058594,3.83076930046082,52,0,NA,NA,5,35741,5
"114",114,11184,99,57,42,16,2,2,1,1,3,3,6,78,93,26.6000003814697,72,94,35741,12,5,4,3,33,0,3,99,42,72.5026168823242,28.6000003814697,41,76.7746353149414,8.75121974945068,NA,1,0,1,0,3,71.5940399169922,24.9846153259277,52,78.9661560058594,3.83076930046082,52,1,41,42,5,35741,5
"115",115,11187,119,60,59,25,1,1,1,1,3,3,6,77,109,23.8500003814697,72,109,30007,11,4,4,1,40,0,3,119,38,75.0800018310547,18.3999996185303,38,78.5,7.90000009536743,1,0,0,1,0,3,75.2861633300781,19.1671237945557,73,78.3034210205078,4.11232852935791,73,0,NA,NA,4,30007,4
"116",116,11187,119,60,59,25,1,1,1,1,3,3,6,77,109,23.8500003814697,72,109,30007,11,4,4,2,39,0,3,119,35,75.5100021362305,20,35,78.0899963378906,0,1,0,0,1,0,3,75.2861633300781,19.1671237945557,73,78.3034210205078,4.11232852935791,73,0,NA,NA,4,30007,4
"117",117,11187,119,60,59,25,1,1,1,1,3,3,6,77,109,23.8500003814697,72,109,30007,11,4,4,3,40,0,3,119,36,65.3363876342773,33.345832824707,36,74.3569412231445,9.82777786254883,NA,1,0,1,0,3,75.2861633300781,19.1671237945557,73,78.3034210205078,4.11232852935791,73,1,36,36,4,30007,4
"118",118,11188,41,17,24,12,1,1,1,1,2,2,38,58,37,61.1100006103516,39,36,30007,11,12,4,1,21,0,2,37,20,37.25,50,21,58.3800010681152,47.5999984741211,1,0,0,0,0,2,39.0855560302734,61.1111106872559,36,58.4059448242188,37.8270263671875,37,0,NA,NA,12,30007,12
"119",119,11188,41,17,24,12,1,1,1,1,2,2,38,58,37,61.1100006103516,39,36,30007,11,12,4,2,16,0,2,37,16,41.3800010681152,75,16,58.439998626709,25,1,0,0,0,0,2,39.0855560302734,61.1111106872559,36,58.4059448242188,37.8270263671875,37,0,NA,NA,12,30007,12
"120",120,11189,31,0,31,10,2,1,1,3,1,1,3,77,30,26.6700000762939,59,30,30007,12,11,4,1,33,0,1,33,30,59.0699996948242,26.7000007629395,30,76.629997253418,3.29999995231628,1,0,0,0,0,1,59.0699996948242,26.7000007629395,30,76.629997253418,3.29999995231628,30,0,NA,NA,11,30007,11
"121",121,11190,86,44,42,17,1,1,1,1,3,3,4,71,81,30.4899997711182,68,82,30007,11,5,4,1,29,0,3,86,29,65.8300018310547,37.9000015258789,29,71.6900024414062,6.90000009536743,1,0,0,0,0,3,68.1863403320312,30.4658527374268,82,70.7532119750977,3.70493817329407,81,0,NA,NA,5,30007,5
"122",122,11190,86,44,42,17,1,1,1,1,3,3,4,71,81,30.4899997711182,68,82,30007,11,5,4,2,27,0,3,86,26,64.5800018310547,34.5999984741211,25,65.0800018310547,4,1,0,0,0,0,3,68.1863403320312,30.4658527374268,82,70.7532119750977,3.70493817329407,81,0,NA,NA,5,30007,5
"123",123,11190,86,44,42,17,1,1,1,1,3,3,4,71,81,30.4899997711182,68,82,30007,11,5,4,3,30,0,3,86,27,74.1900024414062,18.5,27,75,0,1,0,0,0,0,3,68.1863403320312,30.4658527374268,82,70.7532119750977,3.70493817329407,81,0,NA,NA,5,30007,5
"124",124,11196,29,15,14,6,2,2,1,1,1,1,21,74,29,34.4799995422363,69,29,35733,12,0,4,1,29,0,1,29,29,69.0699996948242,34.5,29,73.6600036621094,20.7000007629395,1,0,0,0,0,1,69.0699996948242,34.5,29,73.6600036621094,20.7000007629395,29,0,NA,NA,0,35733,0
"125",125,11201,84,47,37,18,1,1,1,1,3,3,24,71,76,27.8500003814697,71,79,30007,11,3,4,1,28,0,3,84,25,72.7600021362305,28,24,70.9599990844727,20.7999992370605,1,0,0,1,0,3,74.4215393066406,23.0673084259033,52,72.0400009155273,23.5,51,0,NA,NA,3,30007,3
"126",126,11201,84,47,37,18,1,1,1,1,3,3,24,71,76,27.8500003814697,71,79,30007,11,3,4,2,28,0,3,84,27,75.9599990844727,18.5,27,73,25.8999996185303,1,0,0,1,0,3,74.4215393066406,23.0673084259033,52,72.0400009155273,23.5,51,0,NA,NA,3,30007,3
"127",127,11201,84,47,37,18,1,1,1,1,3,3,24,71,76,27.8500003814697,71,79,30007,11,3,4,3,28,0,3,84,27,64.4103698730469,37.0611114501953,25,68.8784027099609,25.0200004577637,NA,1,0,1,0,3,74.4215393066406,23.0673084259033,52,72.0400009155273,23.5,51,1,25,27,3,30007,3
"128",128,11203,22,8,14,8,1,1,1,NA,1,1,9,72,23,30.4300003051758,72,23,2865,11,0,4,1,22,0,1,22,23,71.870002746582,30.3999996185303,23,71.9100036621094,8.69999980926514,1,0,0,0,0,1,71.870002746582,30.3999996185303,23,71.9100036621094,8.69999980926514,23,0,NA,NA,0,2865,0
"129",129,11205,27,11,16,8,2,2,1,0,1,1,4,76,25,16,69,25,36384,12,3,4,1,27,0,1,27,25,69.3199996948242,16,25,76.5199966430664,4,1,0,0,0,0,1,69.3199996948242,16,25,76.5199966430664,4,25,0,NA,NA,3,36384,3
"130",130,11207,81,40,41,15,1,1,1,2,3,3,12,76,68,30.2999992370605,68,66,26104,11,10,4,1,27,0,3,81,21,63,33.2999992370605,22,74.1399993896484,18.2000007629395,1,0,0,0,0,3,67.9854507446289,30.2863636016846,66,76.3677978515625,11.7602939605713,68,0,NA,NA,10,26104,10
"131",131,11207,81,40,41,15,1,1,1,2,3,3,12,76,68,30.2999992370605,68,66,26104,11,10,4,2,24,0,3,81,18,71.5599975585938,38.9000015258789,19,79.4700012207031,10.5,1,0,0,0,0,3,67.9854507446289,30.2863636016846,66,76.3677978515625,11.7602939605713,68,0,NA,NA,10,26104,10
"132",132,11207,81,40,41,15,1,1,1,2,3,3,12,76,68,30.2999992370605,68,66,26104,11,10,4,3,30,0,3,81,27,69.4800033569336,22.2000007629395,27,76,7.40000009536743,1,0,0,0,0,3,67.9854507446289,30.2863636016846,66,76.3677978515625,11.7602939605713,68,0,NA,NA,10,26104,10
"133",133,11209,31,18,13,10,1,2,1,0,1,1,3,68,31,38.7099990844727,65,31,36525,11,0,4,1,31,0,1,31,31,65,38.7099990844727,31,68,3,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,36525,0
"134",134,11212,20,12,8,9,2,2,1,0,1,1,0,78,17,33.3300018310547,74,18,36418,12,2,4,1,20,0,1,20,18,74.5599975585938,33.2999992370605,17,78.4100036621094,0,1,0,0,0,0,1,74.5599975585938,33.2999992370605,18,78.4100036621094,0,17,0,NA,NA,2,36418,2
"135",135,11213,108,56,52,18,1,1,1,1,3,3,8,76,104,22.3299999237061,66,103,30007,11,7,4,1,38,0,3,108,35,63.5400009155273,31.3999996185303,35,75.4000015258789,5.69999980926514,1,0,0,0,0,3,66.3267974853516,22.3475723266602,103,76.1449966430664,7.692307472229,104,0,NA,NA,7,30007,7
"136",136,11213,108,56,52,18,1,1,1,1,3,3,8,76,104,22.3299999237061,66,103,30007,11,7,4,2,32,0,3,108,32,66.8399963378906,18.7999992370605,32,75,9.39999961853027,1,0,0,0,0,3,66.3267974853516,22.3475723266602,103,76.1449966430664,7.692307472229,104,0,NA,NA,7,30007,7
"137",137,11213,108,56,52,18,1,1,1,1,3,3,8,76,104,22.3299999237061,66,103,30007,11,7,4,3,38,0,3,108,36,68.5800018310547,16.7000007629395,37,77.8399963378906,8.10000038146973,1,0,0,0,0,3,66.3267974853516,22.3475723266602,103,76.1449966430664,7.692307472229,104,0,NA,NA,7,30007,7
"138",138,11215,21,15,6,4,2,2,1,0,1,1,20,76,20,33.3300018310547,72,21,35766,12,0,4,1,21,0,1,21,21,72.1399993896484,33.2999992370605,20,76.4000015258789,20,1,0,0,0,0,1,72.1399993896484,33.2999992370605,21,76.4000015258789,20,20,0,NA,NA,0,35766,0
"139",139,11217,155,84,71,23,1,2,1,1,4,4,19,69,151,37.75,59,151,36160,11,5,4,1,39,0,4,155,38,60.2400016784668,26.2999992370605,38,73.7099990844727,13.1999998092651,1,0,0,1,0,4,58.8764610290527,37.1690254211426,113,68.1958389282227,20.3575229644775,113,0,NA,NA,5,36160,5
"140",140,11217,155,84,71,23,1,2,1,1,4,4,19,69,151,37.75,59,151,36160,11,5,4,2,39,0,4,155,36,56.2200012207031,47.2000007629395,36,62.75,36.0999984741211,1,0,0,1,0,4,58.8764610290527,37.1690254211426,113,68.1958389282227,20.3575229644775,113,0,NA,NA,5,36160,5
"141",141,11217,155,84,71,23,1,2,1,1,4,4,19,69,151,37.75,59,151,36160,11,5,4,3,38,0,4,155,39,60,38.5,39,67.8499984741211,12.8000001907349,1,0,0,1,0,4,58.8764610290527,37.1690254211426,113,68.1958389282227,20.3575229644775,113,0,NA,NA,5,36160,5
"142",142,11217,155,84,71,23,1,2,1,1,4,4,19,69,151,37.75,59,151,36160,11,5,4,4,39,0,4,155,38,59.3673667907715,39.4776306152344,38,71.3913192749023,14.9631576538086,NA,1,0,1,0,4,58.8764610290527,37.1690254211426,113,68.1958389282227,20.3575229644775,113,1,38,38,5,36160,5
"143",143,11218,103,48,55,19,1,1,1,2,3,3,13,74,97,26.7999992370605,69,97,30007,11,6,4,1,35,0,3,102,32,70.9400024414062,21.8999996185303,32,75.4100036621094,6.30000019073486,1,0,0,0,0,3,68.8463897705078,26.8061847686768,97,73.9206161499023,13.4195880889893,97,0,NA,NA,6,30007,6
"144",144,11218,103,48,55,19,1,1,1,2,3,3,13,74,97,26.7999992370605,69,97,30007,11,6,4,2,33,0,3,102,32,63.810001373291,34.4000015258789,32,71.379997253418,21.8999996185303,1,0,0,0,0,3,68.8463897705078,26.8061847686768,97,73.9206161499023,13.4195880889893,97,0,NA,NA,6,30007,6
"145",145,11218,103,48,55,19,1,1,1,2,3,3,13,74,97,26.7999992370605,69,97,30007,11,6,4,3,34,0,3,102,33,71.6999969482422,24.2000007629395,33,74.9400024414062,12.1000003814697,1,0,0,0,0,3,68.8463897705078,26.8061847686768,97,73.9206161499023,13.4195880889893,97,0,NA,NA,6,30007,6
"146",146,11220,138,70,68,24,1,1,1,1,4,4,6,79,132,23.3099994659424,76,133,30007,11,4,4,1,34,0,4,138,31,74.1900024414062,22.6000003814697,32,76.8099975585938,6.30000019073486,1,0,0,1,0,4,76.7994995117188,22.007999420166,100,80.447998046875,6.02799987792969,100,0,NA,NA,4,30007,4
"147",147,11220,138,70,68,24,1,1,1,1,4,4,6,79,132,23.3099994659424,76,133,30007,11,4,4,2,35,0,4,138,35,76.0599975585938,31.3999996185303,34,82.9400024414062,5.90000009536743,1,0,0,1,0,4,76.7994995117188,22.007999420166,100,80.447998046875,6.02799987792969,100,0,NA,NA,4,30007,4
"148",148,11220,138,70,68,24,1,1,1,1,4,4,6,79,132,23.3099994659424,76,133,30007,11,4,4,4,36,0,4,138,34,79.9400024414062,11.8000001907349,34,81.379997253418,5.90000009536743,1,0,0,1,0,4,76.7994995117188,22.007999420166,100,80.447998046875,6.02799987792969,100,0,NA,NA,4,30007,4
"149",149,11220,138,70,68,24,1,1,1,1,4,4,6,79,132,23.3099994659424,76,133,30007,11,4,4,3,33,0,4,138,33,73.5772705078125,27.2554550170898,32,74.4749984741211,5.91249990463257,NA,1,0,1,0,4,76.7994995117188,22.007999420166,100,80.447998046875,6.02799987792969,100,1,32,33,4,30007,4
"150",150,11221,87,49,38,19,2,1,1,2,3,3,7,78,83,25.2999992370605,75,83,30007,12,11,4,1,29,0,3,87,29,71.4499969482422,34.5,29,75.7600021362305,10.3000001907349,1,0,0,1,0,3,75.492805480957,28.0649127960205,57,78.2996520996094,8.72807025909424,57,0,NA,NA,11,30007,11
"151",151,11221,87,49,38,19,2,1,1,2,3,3,7,78,83,25.2999992370605,75,83,30007,12,11,4,3,30,0,3,87,28,79.6800003051758,21.3999996185303,28,80.9300003051758,7.09999990463257,1,0,0,1,0,3,75.492805480957,28.0649127960205,57,78.2996520996094,8.72807025909424,57,0,NA,NA,11,30007,11
"152",152,11221,87,49,38,19,2,1,1,2,3,3,7,78,83,25.2999992370605,75,83,30007,12,11,4,2,28,0,3,87,26,73.9196166992188,19.2384624481201,26,77.3430786132812,3.21153855323792,NA,1,0,1,0,3,75.492805480957,28.0649127960205,57,78.2996520996094,8.72807025909424,57,1,26,26,11,30007,11
"153",153,11222,82,44,38,20,2,1,1,NA,3,3,27,64,74,52,54,75,30007,12,3,4,1,27,0,3,82,25,49.2000007629395,56,25,60.7599983215332,20,1,0,0,1,0,3,51.5094108581543,52.9411773681641,51,61.8254890441895,25.5058822631836,51,0,NA,NA,3,30007,3
"154",154,11222,82,44,38,20,2,1,1,NA,3,3,27,64,74,52,54,75,30007,12,3,4,2,29,0,3,82,26,53.7299995422363,50,26,62.8499984741211,30.7999992370605,1,0,0,1,0,3,51.5094108581543,52.9411773681641,51,61.8254890441895,25.5058822631836,51,0,NA,NA,3,30007,3
"155",155,11222,82,44,38,20,2,1,1,NA,3,3,27,64,74,52,54,75,30007,12,3,4,3,26,0,3,82,24,59.2924995422363,50,23,68.8217391967773,30.3130435943604,NA,1,0,1,0,3,51.5094108581543,52.9411773681641,51,61.8254890441895,25.5058822631836,51,1,23,24,3,30007,3
"156",156,11225,78,37,41,18,2,1,1,1,2,2,13,81,72,36.9900016784668,76,73,36509,12,2,4,1,40,0,2,78,38,74.5,50,38,78.3399963378906,21.1000003814697,1,0,0,0,0,2,75.9191818237305,37.0068511962891,73,80.4980545043945,12.5055551528931,72,0,NA,NA,2,36509,2
"157",157,11225,78,37,41,18,2,1,1,1,2,2,13,81,72,36.9900016784668,76,73,36509,12,2,4,2,38,0,2,78,35,77.4599990844727,22.8999996185303,34,82.9100036621094,2.90000009536743,1,0,0,0,0,2,75.9191818237305,37.0068511962891,73,80.4980545043945,12.5055551528931,72,0,NA,NA,2,36509,2
"158",158,11227,123,66,57,22,1,1,1,1,3,3,12,72,117,43.0999984741211,64,116,37309,11,0,4,1,41,0,3,123,39,63.9700012207031,46.2000007629395,40,72.6999969482422,15,1,0,0,0,0,3,64.2147445678711,43.1086196899414,116,71.6332473754883,11.9820508956909,117,0,NA,NA,2,37309,0
"159",159,11227,123,66,57,22,1,1,1,1,3,3,12,72,117,43.0999984741211,64,116,37309,11,0,4,2,42,0,3,123,39,62.7200012207031,41,38,70.370002746582,13.1999998092651,1,0,0,0,0,3,64.2147445678711,43.1086196899414,116,71.6332473754883,11.9820508956909,117,0,NA,NA,2,37309,0
"160",160,11227,123,66,57,22,1,1,1,1,3,3,12,72,117,43.0999984741211,64,116,37309,11,0,4,3,40,0,3,123,38,66,42.0999984741211,39,71.7699966430664,7.69999980926514,1,0,0,0,0,3,64.2147445678711,43.1086196899414,116,71.6332473754883,11.9820508956909,117,0,NA,NA,2,37309,0
"161",161,11228,31,16,15,11,2,1,1,2,1,1,14,68,29,37.9300003051758,66,29,30007,12,19,4,1,31,0,1,31,29,66.1699981689453,37.9000015258789,29,68.1699981689453,13.8000001907349,1,0,0,0,0,1,66.1699981689453,37.9000015258789,29,68.1699981689453,13.8000001907349,29,0,NA,NA,19,30007,19
"162",162,11233,72,31,41,17,2,2,1,NA,2,2,7,73,59,40.9799995422363,64,61,26104,12,11,4,1,37,0,2,72,27,69.2600021362305,37,27,75.2200012207031,3.70000004768372,1,0,0,0,0,2,64.4275436401367,40.9573783874512,61,72.5732192993164,6.79152536392212,59,0,NA,NA,11,26104,11
"163",163,11233,72,31,41,17,2,2,1,NA,2,2,7,73,59,40.9799995422363,64,61,26104,12,11,4,2,35,0,2,72,34,60.5900001525879,44.0999984741211,32,70.3399963378906,9.39999961853027,1,0,0,0,0,2,64.4275436401367,40.9573783874512,61,72.5732192993164,6.79152536392212,59,0,NA,NA,11,26104,11
"164",164,11234,210,102,108,20,1,2,1,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,35,0,6,210,31,67.4800033569336,41.9000015258789,31,76.7099990844727,6.5,1,0,1,1,6,6,66.6958312988281,41.658332824707,156,71.6819076538086,17.182165145874,157,0,NA,NA,10,10157,10
"165",165,11234,210,102,108,20,1,2,1,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,37,0,6,210,34,69.3499984741211,44.0999984741211,34,73.0299987792969,17.6000003814697,1,0,1,1,6,6,66.6958312988281,41.658332824707,156,71.6819076538086,17.182165145874,157,0,NA,NA,10,10157,10
"166",166,11234,210,102,108,20,1,2,1,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,35,0,6,210,31,64.7699966430664,48.4000015258789,32,67.6900024414062,28.1000003814697,1,0,1,1,6,6,66.6958312988281,41.658332824707,156,71.6819076538086,17.182165145874,157,0,NA,NA,10,10157,10
"167",167,11234,210,102,108,20,1,2,1,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,36,0,6,210,35,65.5400009155273,40,35,71.1699981689453,17.1000003814697,1,0,1,1,6,6,66.6958312988281,41.658332824707,156,71.6819076538086,17.182165145874,157,0,NA,NA,10,10157,10
